Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,21603,0,110,117.27195789497095,9.550066002702806,462.92343299865024,70628.0,363.3738675149052,0.0,110,130,140,140,160,180,200,220,350,460,460
GET,/?add-to-cart=1,2174,0,310,309.21360924650367,163.9281590032624,668.5238780046348,70628.0,36.56782798580771,0.0,310,330,340,340,370,400,450,480,590,670,670
GET,/shop/,10606,0,110,116.52190347074357,11.494901002151892,458.6885400058236,70628.0,178.3985205232183,0.0,110,130,140,140,160,180,200,230,320,460,460
,Aggregated,34383,0,120,129.17685487356184,9.550066002702806,668.5238780046348,70628.0,578.3402160239312,0.0,120,130,140,150,180,280,330,360,470,560,670
